fly,signal,kind,r150,vm_cutoff_r150,baseline_valid_bins,vm_cutoff_valid_bins,vm_cutoff_fraction_retained,main_summary_eligible,interpretation
a2_s_08,a2_l,single_channel,-0.23540917490718588,-0.23379435532347484,287398,287388,0.99996520504666,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_a2_d_01,a2_l,single_channel,-0.1202949004280017,-0.08165668388135355,344798,299514,0.86866513146828,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_a2_d_01,a1_l,single_channel,-0.002032376985872651,-0.04966359316865583,344798,305348,0.8855851832087193,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_a2_d_01,a2_l_rate,same_side_cross_type,0.5405151552948637,0.40655389407737774,344798,282313,0.8187779511482085,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_a2_d_01,A_minus_B,same_side_cross_type,-0.153298563766713,-0.07622926306488577,344798,282313,0.8187779511482085,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_a2_d_01,A_plus_B,same_side_cross_type,-0.07101471556134376,-0.0880836615319883,344798,282313,0.8187779511482085,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a2_d_08,a2_l,single_channel,-0.23527109787018782,-0.13924500985177637,319098,287282,0.9002939535816583,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a2_d_08,a2_r,single_channel,0.23458528582684662,0.2186415677211216,319098,201429,0.6312449466934923,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a2_d_08,a2_l_rate,bilateral_same_type,0.2530687485729684,0.26366322446754475,319098,192520,0.6033256241029402,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a2_d_08,A_minus_B,bilateral_same_type,-0.3796658547529835,-0.3373497879527752,319098,192520,0.6033256241029402,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a2_d_08,A_plus_B,bilateral_same_type,-0.03062002565816396,0.05616167405761492,319098,192520,0.6033256241029402,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a2_d_12,a2_l,single_channel,-0.4687802352988439,-0.3138320836489456,138218,74756,0.5408557496129303,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a2_d_12,a2_r,single_channel,0.518595080441704,0.3663858887449313,138218,135293,0.9788377780028651,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a2_d_12,a2_l_rate,bilateral_same_type,0.08423899543464748,0.2692325402702921,138218,73481,0.5316311913064868,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a2_d_12,A_minus_B,bilateral_same_type,-0.7119838534002247,-0.5935369144197181,138218,73481,0.5316311913064868,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a2_d_12,A_plus_B,bilateral_same_type,0.036666630158649516,0.12347001720201255,138218,73481,0.5316311913064868,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a2_d_13,a2_l,single_channel,-0.13939631787439316,-0.13939631787439316,53098,53098,1.0,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a2_d_13,a2_r,single_channel,0.2198811949473664,0.20923787862276194,53098,53076,0.9995856717767148,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a2_d_13,a2_l_rate,bilateral_same_type,0.23535719260519067,0.2403666999064096,53098,53076,0.9995856717767148,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a2_d_13,A_minus_B,bilateral_same_type,-0.2957955219966995,-0.2869456180576219,53098,53076,0.9995856717767148,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a2_d_13,A_plus_B,bilateral_same_type,0.09755243589462091,0.08753501489505582,53098,53076,0.9995856717767148,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_a2_d_02,a2_l,single_channel,-0.36443493191476983,-0.28765252473264236,144798,135282,0.9342808602328762,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_a2_d_02,a1_l,single_channel,-0.3208626210139549,-0.39692375563160004,144798,61225,0.422830425834611,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_a2_d_02,a2_l_rate,same_side_cross_type,0.5771943168618553,0.4911521529564301,144798,59587,0.41151811489108964,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_a2_d_02,A_minus_B,same_side_cross_type,-0.0993508719034901,0.04660738193461172,144798,59587,0.41151811489108964,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_a2_d_02,A_plus_B,same_side_cross_type,-0.3843057372845003,-0.3671522838298836,144798,59587,0.41151811489108964,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_a2_d_03,a2_l,single_channel,-0.4286180353937209,-0.29493320381651233,248298,211906,0.853434179896737,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_a2_d_03,a1_l,single_channel,-0.3912029291402712,-0.3315542643392495,248298,162639,0.6550153444651186,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_a2_d_03,a2_l_rate,same_side_cross_type,0.6654977502475432,0.4277266427626474,248298,157894,0.6359052428936197,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_a2_d_03,A_minus_B,same_side_cross_type,-0.11146521917426008,-0.07132482869445618,248298,157894,0.6359052428936197,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_a2_d_03,A_plus_B,same_side_cross_type,-0.44450570406315476,-0.33479496289053884,248298,157894,0.6359052428936197,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a2_d_14,a2_l,single_channel,-0.2566382097958208,-0.003639248652777752,133962,80258,0.5991101954285544,False,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a2_d_14,a2_r,single_channel,0.34544281383316244,0.1593619937878525,133962,65443,0.48851913229124677,False,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a2_d_14,a2_l_rate,bilateral_same_type,0.16801551563852962,0.09156540453221042,133962,12948,0.09665427509293681,False,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a2_d_14,A_minus_B,bilateral_same_type,-0.4908268670171535,-0.030967395522718457,133962,12948,0.09665427509293681,False,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a2_d_14,A_plus_B,bilateral_same_type,0.0996063395402485,-0.009846002054894519,133962,12948,0.09665427509293681,False,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_d_07,a1_l,single_channel,-0.2517493901659807,-0.07936916748311088,159498,29558,0.18531893816850367,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_d_07,a1_r,single_channel,0.15486993686103498,0.07388931769151008,159498,156672,0.9822819094910281,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_d_07,a1_l_rate,bilateral_same_type,0.4757345754132738,0.42689648644154427,159498,29281,0.1835822392757276,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_d_07,A_minus_B,bilateral_same_type,-0.43981480856994176,-0.3519714393915489,159498,29281,0.1835822392757276,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_d_07,A_plus_B,bilateral_same_type,-0.07562276888154523,0.16212422468693605,159498,29281,0.1835822392757276,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_d_09,a1_l,single_channel,-0.21289104523918362,-0.20561400329763171,265898,140955,0.5301092900285072,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_d_09,a1_r,single_channel,0.34660175539564614,0.31641027548853884,265898,263243,0.9900149681456799,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_d_09,a1_l_rate,bilateral_same_type,-0.09660066071429246,0.01553553363301214,265898,140850,0.529714401763082,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_d_09,A_minus_B,bilateral_same_type,-0.39511407419374606,-0.3916966918644644,265898,140850,0.529714401763082,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_d_09,A_plus_B,bilateral_same_type,0.21465524315703732,0.138327650887716,265898,140850,0.529714401763082,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_a2_d_04,a2_l,single_channel,-0.2988914300890863,-0.2565763612796188,344798,338490,0.9817052303087604,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_a2_d_04,a1_l,single_channel,-0.17456397554303713,-0.06771172359389963,344798,109088,0.3163823456052529,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_a2_d_04,a2_l_rate,same_side_cross_type,0.44123433972592574,0.315310441737261,344798,109082,0.31636494411220484,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_a2_d_04,A_minus_B,same_side_cross_type,-0.21956938705827894,-0.1578292603885888,344798,109082,0.31636494411220484,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
a1_a2_d_04,A_plus_B,same_side_cross_type,-0.28243599556132376,-0.16553916825666348,344798,109082,0.31636494411220484,True,"Exploratory pointwise Vm <= -33 mV sensitivity, not author exclusion reproduction"
